,Country ISO3,Admin 1 PCode,Admin 1 Name,Admin 2 PCode,Admin 2 Name,Admin 3 PCode,Admin 3 Name,Description,Cluster,Category,Population,In Need,Targeted,Affected,Reached,Info,Cluster Full
293019,VEN,,,VE0301,"Anzoátegui, Anaco",,,Final HRP caseload,ALL,total,122634.0,31928.0,20601.0,,,,All Sectors
293029,VEN,,,VE0302,"Anzoátegui, Aragua",,,Final HRP caseload,ALL,total,29168.0,10792.0,6964.0,,,,All Sectors
293038,VEN,,,VE0303,"Anzoátegui, Fernando De Peñalver",,,Final HRP caseload,ALL,total,43173.0,15974.0,10307.0,,,,All Sectors
293048,VEN,,,VE0304,"Anzoátegui, Francisco Del Carvajal",,,Final HRP caseload,ALL,total,30891.0,11430.0,7375.0,,,,All Sectors
293057,VEN,,,VE0305,"Anzoátegui, Francisco De Miranda",,,Final HRP caseload,ALL,total,14653.0,5422.0,3499.0,,,,All Sectors
293067,VEN,,,VE0306,"Anzoátegui, Guanta",,,Final HRP caseload,ALL,total,30016.0,11106.0,7166.0,,,,All Sectors
293077,VEN,,,VE0307,"Anzoátegui, Independencia",,,Final HRP caseload,ALL,total,17534.0,6488.0,4186.0,,,,All Sectors
293087,VEN,,,VE0308,"Anzoátegui, Juan Antonio Sotillo",,,Final HRP caseload,ALL,total,13476.0,4986.0,3217.0,,,,All Sectors
293097,VEN,,,VE0309,"Anzoátegui, Juan Manuel Cajigal",,,Final HRP caseload,ALL,total,14437.0,5342.0,3447.0,,,,All Sectors
293107,VEN,,,VE0310,"Anzoátegui, José Gregorio Monagas",,,Final HRP caseload,ALL,total,244728.0,63717.0,41113.0,,,,All Sectors
293116,VEN,,,VE0311,"Anzoátegui, Libertad",,,Final HRP caseload,ALL,total,32655.0,12082.0,7796.0,,,,All Sectors
293125,VEN,,,VE0312,"Anzoátegui, Manuel Ezequiel Bruzual",,,Final HRP caseload,ALL,total,73121.0,19038.0,12284.0,,,,All Sectors
293135,VEN,,,VE0313,"Anzoátegui, Pedro María Freites",,,Final HRP caseload,ALL,total,23248.0,8602.0,5550.0,,,,All Sectors
293145,VEN,,,VE0314,"Anzoátegui, Píritu",,,Final HRP caseload,ALL,total,76398.0,19891.0,12835.0,,,,All Sectors
293155,VEN,,,VE0315,"Anzoátegui, San José De Guanipa",,,Final HRP caseload,ALL,total,9047.0,3216.0,2075.0,,,,All Sectors
293163,VEN,,,VE0316,"Anzoátegui, San Juan De Capistrano",,,Final HRP caseload,ALL,total,9636.0,3565.0,2300.0,,,,All Sectors
293172,VEN,,,VE0317,"Anzoátegui, Santa Ana",,,Final HRP caseload,ALL,total,421424.0,109721.0,70797.0,,,,All Sectors
293181,VEN,,,VE0318,"Anzoátegui, Simón Bolívar",,,Final HRP caseload,ALL,total,182474.0,47509.0,30655.0,,,,All Sectors
293191,VEN,,,VE0319,"Anzoátegui, Simón Rodríguez",,,Final HRP caseload,ALL,total,9768.0,3614.0,2332.0,,,,All Sectors
293199,VEN,,,VE0320,"Anzoátegui, Sir Arthur Mc Gregor",,,Final HRP caseload,ALL,total,37829.0,13449.0,8678.0,,,,All Sectors
293209,VEN,,,VE0321,"Anzoátegui, Diego Bautista Urbaneja",,,Final HRP caseload,ALL,total,33437.0,11888.0,7671.0,,,,All Sectors
293218,VEN,,,VE0401,"Apure, Achaguas",,,Final HRP caseload,ALL,total,58516.0,21651.0,13970.0,,,,All Sectors
293228,VEN,,,VE0402,"Apure, Biruaca",,,Final HRP caseload,ALL,total,54323.0,20100.0,12969.0,,,,All Sectors
293237,VEN,,,VE0403,"Apure, Muñoz",,,Final HRP caseload,ALL,total,27542.0,10191.0,6576.0,,,,All Sectors
293247,VEN,,,VE0404,"Apure, Páez",,,Final HRP caseload,ALL,total,28966.0,10717.0,6915.0,,,,All Sectors
293257,VEN,,,VE0405,"Apure, Pedro Camejo",,,Final HRP caseload,ALL,total,100125.0,26069.0,16821.0,,,,All Sectors
293267,VEN,,,VE0406,"Apure, Rómulo Gallegos",,,Final HRP caseload,ALL,total,24418.0,9035.0,5830.0,,,,All Sectors
293277,VEN,,,VE0407,"Apure, San Fernando",,,Final HRP caseload,ALL,total,165135.0,61100.0,39425.0,,,,All Sectors
293287,VEN,,,VE0501,"Aragua, Bolívar",,,Final HRP caseload,ALL,total,38047.0,14077.0,9083.0,,,,All Sectors
293296,VEN,,,VE0502,"Aragua, Camatagua",,,Final HRP caseload,ALL,total,16627.0,6152.0,3970.0,,,,All Sectors
293305,VEN,,,VE0503,"Aragua, Girardot",,,Final HRP caseload,ALL,total,407109.0,105994.0,68392.0,,,,All Sectors
293314,VEN,,,VE0504,"Aragua, José Angel Lamas",,,Final HRP caseload,ALL,total,32981.0,12203.0,7874.0,,,,All Sectors
293323,VEN,,,VE0505,"Aragua, José Félix Ribas",,,Final HRP caseload,ALL,total,143501.0,37362.0,24108.0,,,,All Sectors
293332,VEN,,,VE0506,"Aragua, José Rafael Revenga",,,Final HRP caseload,ALL,total,48800.0,18056.0,11651.0,,,,All Sectors
293341,VEN,,,VE0507,"Aragua, Libertador",,,Final HRP caseload,ALL,total,114355.0,29773.0,19211.0,,,,All Sectors
293349,VEN,,,VE0508,"Aragua, Mario Briceño Iragorry",,,Final HRP caseload,ALL,total,99852.0,25997.0,16775.0,,,,All Sectors
293359,VEN,,,VE0509,"Aragua, San Casimiro",,,Final HRP caseload,ALL,total,25540.0,9450.0,6098.0,,,,All Sectors
293369,VEN,,,VE0510,"Aragua, San Sebastián",,,Final HRP caseload,ALL,total,23279.0,8613.0,5558.0,,,,All Sectors
293379,VEN,,,VE0511,"Aragua, Santiago Mariño",,,Final HRP caseload,ALL,total,211010.0,54939.0,35449.0,,,,All Sectors
293388,VEN,,,VE0512,"Aragua, Santos Michelena",,,Final HRP caseload,ALL,total,38574.0,13714.0,8849.0,,,,All Sectors
293398,VEN,,,VE0513,"Aragua, Sucre",,,Final HRP caseload,ALL,total,114509.0,29813.0,19237.0,,,,All Sectors
293408,VEN,,,VE0514,"Aragua, Tovar",,,Final HRP caseload,ALL,total,14161.0,5035.0,3249.0,,,,All Sectors
293417,VEN,,,VE0515,"Aragua, Urdaneta",,,Final HRP caseload,ALL,total,21271.0,7562.0,4879.0,,,,All Sectors
293426,VEN,,,VE0516,"Aragua, Zamora",,,Final HRP caseload,ALL,total,144754.0,37688.0,24318.0,,,,All Sectors
293434,VEN,,,VE0517,"Aragua, Francisco Linares Alcantara",,,Final HRP caseload,ALL,total,123122.0,32056.0,20684.0,,,,All Sectors
293443,VEN,,,VE0518,"Aragua, Ocumare De La Costa De Oro",,,Final HRP caseload,ALL,total,12816.0,4742.0,3060.0,,,,All Sectors
293453,VEN,,,VE0601,"Barinas, Alberto Arvelo Torrealba",,,Final HRP caseload,ALL,total,41232.0,13289.0,8575.0,,,,All Sectors
293462,VEN,,,VE0602,"Barinas, Antonio José De Sucre",,,Final HRP caseload,ALL,total,81665.0,21262.0,13719.0,,,,All Sectors
293471,VEN,,,VE0603,"Barinas, Arismendi",,,Final HRP caseload,ALL,total,23727.0,8779.0,5665.0,,,,All Sectors
293480,VEN,,,VE0604,"Barinas, Barinas",,,Final HRP caseload,ALL,total,353851.0,92128.0,59445.0,,,,All Sectors
293490,VEN,,,VE0605,"Barinas, Bolívar",,,Final HRP caseload,ALL,total,52872.0,18273.0,11791.0,,,,All Sectors
293499,VEN,,,VE0606,"Barinas, Cruz Paredes",,,Final HRP caseload,ALL,total,26042.0,9636.0,6218.0,,,,All Sectors
293508,VEN,,,VE0607,"Barinas, Ezequiel Zamora",,,Final HRP caseload,ALL,total,53580.0,13950.0,9001.0,,,,All Sectors
293518,VEN,,,VE0608,"Barinas, Obispos",,,Final HRP caseload,ALL,total,37493.0,13872.0,8951.0,,,,All Sectors
293527,VEN,,,VE0609,"Barinas, Pedraza",,,Final HRP caseload,ALL,total,65390.0,18273.0,11791.0,,,,All Sectors
293536,VEN,,,VE0610,"Barinas, Rojas",,,Final HRP caseload,ALL,total,40126.0,13289.0,8575.0,,,,All Sectors
293545,VEN,,,VE0611,"Barinas, Sosa",,,Final HRP caseload,ALL,total,24142.0,8933.0,5764.0,,,,All Sectors
293554,VEN,,,VE0612,"Barinas, Andrés Eloy Blanco",,,Final HRP caseload,ALL,total,16144.0,5973.0,3854.0,,,,All Sectors
293564,VEN,,,VE0701,"Bolívar, Caroní",,,Final HRP caseload,ALL,total,67000.0,24790.0,15996.0,,,,All Sectors
293574,VEN,,,VE0702,"Bolívar, Cedeño",,,Final HRP caseload,ALL,total,21769.0,8055.0,5197.0,,,,All Sectors
293584,VEN,,,VE0703,"Bolívar, El Callao",,,Final HRP caseload,ALL,total,28450.0,10527.0,6793.0,,,,All Sectors
293594,VEN,,,VE0704,"Bolívar, Gran Sabana",,,Final HRP caseload,ALL,total,342280.0,89116.0,57502.0,,,,All Sectors
293604,VEN,,,VE0705,"Bolívar, Angostura Del Orinoco",,,Final HRP caseload,ALL,total,40927.0,15143.0,9771.0,,,,All Sectors
293614,VEN,,,VE0706,"Bolívar, Piar",,,Final HRP caseload,ALL,total,98274.0,36361.0,23462.0,,,,All Sectors
293624,VEN,,,VE0707,"Bolívar, Bolivariano Angostura",,,Final HRP caseload,ALL,total,706736.0,184004.0,118728.0,,,,All Sectors
293634,VEN,,,VE0708,"Bolívar, Roscio",,,Final HRP caseload,ALL,total,21750.0,8048.0,5193.0,,,,All Sectors
293644,VEN,,,VE0709,"Bolívar, Sifontes",,,Final HRP caseload,ALL,total,50082.0,18530.0,11956.0,,,,All Sectors
293654,VEN,,,VE0710,"Bolívar, Sucre",,,Final HRP caseload,ALL,total,20359.0,7533.0,4861.0,,,,All Sectors
293664,VEN,,,VE0711,"Bolívar, Padre Pedro Chien",,,Final HRP caseload,ALL,total,15488.0,5731.0,3698.0,,,,All Sectors
293674,VEN,,,VE0801,"Carabobo, Bejuma",,,Final HRP caseload,ALL,total,48538.0,17257.0,11135.0,,,,All Sectors
293683,VEN,,,VE0802,"Carabobo, Carlos Arvelo",,,Final HRP caseload,ALL,total,150277.0,39125.0,25245.0,,,,All Sectors
293692,VEN,,,VE0803,"Carabobo, Diego Ibarra",,,Final HRP caseload,ALL,total,104536.0,31343.0,20224.0,,,,All Sectors
293701,VEN,,,VE0804,"Carabobo, Guacara",,,Final HRP caseload,ALL,total,176218.0,45880.0,29604.0,,,,All Sectors
293710,VEN,,,VE0805,"Carabobo, Juan José Mora",,,Final HRP caseload,ALL,total,69236.0,25617.0,16529.0,,,,All Sectors
293719,VEN,,,VE0806,"Carabobo, Libertador",,,Final HRP caseload,ALL,total,166166.0,43263.0,27915.0,,,,All Sectors
293728,VEN,,,VE0807,"Carabobo, Los Guayos",,,Final HRP caseload,ALL,total,149606.0,55354.0,35717.0,,,,All Sectors
293738,VEN,,,VE0808,"Carabobo, Miranda",,,Final HRP caseload,ALL,total,29092.0,10343.0,6674.0,,,,All Sectors
293747,VEN,,,VE0809,"Carabobo, Montalbán",,,Final HRP caseload,ALL,total,24908.0,9216.0,5947.0,,,,All Sectors
293756,VEN,,,VE0810,"Carabobo, Naguanagua",,,Final HRP caseload,ALL,total,157437.0,40990.0,26449.0,,,,All Sectors
293765,VEN,,,VE0811,"Carabobo, Puerto Cabello",,,Final HRP caseload,ALL,total,182493.0,47514.0,30658.0,,,,All Sectors
293774,VEN,,,VE0812,"Carabobo, San Diego",,,Final HRP caseload,ALL,total,93257.0,34505.0,22264.0,,,,All Sectors
293783,VEN,,,VE0813,"Carabobo, San Joaquín",,,Final HRP caseload,ALL,total,64124.0,23726.0,15309.0,,,,All Sectors
293792,VEN,,,VE0814,"Carabobo, Valencia",,,Final HRP caseload,ALL,total,829856.0,216060.0,139412.0,,,,All Sectors
293802,VEN,,,VE0901,"Cojedes, Anzoátegui",,,Final HRP caseload,ALL,total,17030.0,6301.0,4066.0,,,,All Sectors
293811,VEN,,,VE0902,"Cojedes, Tinaquillo",,,Final HRP caseload,ALL,total,97687.0,25434.0,16411.0,,,,All Sectors
293820,VEN,,,VE0903,"Cojedes, Girardot",,,Final HRP caseload,ALL,total,11906.0,4405.0,2842.0,,,,All Sectors
293829,VEN,,,VE0904,"Cojedes, Lima Blanco",,,Final HRP caseload,ALL,total,9454.0,3361.0,2169.0,,,,All Sectors
293838,VEN,,,VE0905,"Cojedes, Pao De San Juan Bautista",,,Final HRP caseload,ALL,total,16810.0,5976.0,3856.0,,,,All Sectors
293847,VEN,,,VE0906,"Cojedes, Ricaurte",,,Final HRP caseload,ALL,total,12657.0,4500.0,2904.0,,,,All Sectors
293856,VEN,,,VE0907,"Cojedes, Rómulo Gallegos",,,Final HRP caseload,ALL,total,18297.0,6770.0,4368.0,,,,All Sectors
293866,VEN,,,VE0908,"Cojedes, Ezequiel Zamora",,,Final HRP caseload,ALL,total,106760.0,27796.0,17935.0,,,,All Sectors
293875,VEN,,,VE0909,"Cojedes, Tinaco",,,Final HRP caseload,ALL,total,32564.0,12049.0,7775.0,,,,All Sectors
293884,VEN,,,VE1001,"Delta Amacuro, Antonio Díaz",,,Final HRP caseload,ALL,total,26655.0,9862.0,6363.0,,,,All Sectors
293894,VEN,,,VE1002,"Delta Amacuro, Casacoima",,,Final HRP caseload,ALL,total,29555.0,10935.0,7056.0,,,,All Sectors
293904,VEN,,,VE1003,"Delta Amacuro, Pedernales",,,Final HRP caseload,ALL,total,6438.0,2382.0,1537.0,,,,All Sectors
293914,VEN,,,VE1004,"Delta Amacuro, Tucupita",,,Final HRP caseload,ALL,total,102877.0,26785.0,17283.0,,,,All Sectors
293924,VEN,,,VE1101,"Falcón, Acosta",,,Final HRP caseload,ALL,total,19045.0,7047.0,4547.0,,,,All Sectors
293934,VEN,,,VE1102,"Falcón, Bolívar",,,Final HRP caseload,ALL,total,8539.0,3036.0,1959.0,,,,All Sectors
293944,VEN,,,VE1103,"Falcón, Buchivacoa",,,Final HRP caseload,ALL,total,22897.0,7060.0,4555.0,,,,All Sectors
293954,VEN,,,VE1104,"Falcón, Cacique Manaure",,,Final HRP caseload,ALL,total,10874.0,4023.0,2596.0,,,,All Sectors
293964,VEN,,,VE1105,"Falcón, Carirubana",,,Final HRP caseload,ALL,total,239444.0,88594.0,57165.0,,,,All Sectors
293974,VEN,,,VE1106,"Falcón, Colina",,,Final HRP caseload,ALL,total,41510.0,15359.0,9910.0,,,,All Sectors
293984,VEN,,,VE1107,"Falcón, Dabajuro",,,Final HRP caseload,ALL,total,23388.0,8654.0,5584.0,,,,All Sectors
293994,VEN,,,VE1108,"Falcón, Democracia",,,Final HRP caseload,ALL,total,9944.0,3679.0,2374.0,,,,All Sectors
294004,VEN,,,VE1109,"Falcón, Falcón",,,Final HRP caseload,ALL,total,46215.0,17100.0,11034.0,,,,All Sectors
294014,VEN,,,VE1110,"Falcón, Federación",,,Final HRP caseload,ALL,total,29251.0,9707.0,6263.0,,,,All Sectors
294024,VEN,,,VE1111,"Falcón, Jacura",,,Final HRP caseload,ALL,total,11232.0,4156.0,2682.0,,,,All Sectors
294033,VEN,,,VE1112,"Falcón, Los Taques",,,Final HRP caseload,ALL,total,41579.0,15384.0,9927.0,,,,All Sectors
294042,VEN,,,VE1113,"Falcón, Mauroa",,,Final HRP caseload,ALL,total,24920.0,9220.0,5949.0,,,,All Sectors
294052,VEN,,,VE1114,"Falcón, Miranda",,,Final HRP caseload,ALL,total,211537.0,55075.0,35537.0,,,,All Sectors
294062,VEN,,,VE1115,"Falcón, Monseñor Iturriza",,,Final HRP caseload,ALL,total,19300.0,7141.0,4608.0,,,,All Sectors
294072,VEN,,,VE1116,"Falcón, Palmasola",,,Final HRP caseload,ALL,total,7077.0,2618.0,1689.0,,,,All Sectors
294081,VEN,,,VE1117,"Falcón, Petit",,,Final HRP caseload,ALL,total,13725.0,4880.0,3149.0,,,,All Sectors
294091,VEN,,,VE1118,"Falcón, Píritu",,,Final HRP caseload,ALL,total,10628.0,3932.0,2537.0,,,,All Sectors
294101,VEN,,,VE1119,"Falcón, San Francisco",,,Final HRP caseload,ALL,total,11030.0,4081.0,2633.0,,,,All Sectors
294111,VEN,,,VE1120,"Falcón, Silva",,,Final HRP caseload,ALL,total,32193.0,9707.0,6263.0,,,,All Sectors
294121,VEN,,,VE1121,"Falcón, Sucre",,,Final HRP caseload,ALL,total,5781.0,2139.0,1380.0,,,,All Sectors
294131,VEN,,,VE1122,"Falcón, Tocópero",,,Final HRP caseload,ALL,total,5519.0,2042.0,1318.0,,,,All Sectors
294141,VEN,,,VE1123,"Falcón, Unión",,,Final HRP caseload,ALL,total,15660.0,5794.0,3739.0,,,,All Sectors
294151,VEN,,,VE1124,"Falcón, Urumaco",,,Final HRP caseload,ALL,total,8349.0,3089.0,1993.0,,,,All Sectors
294161,VEN,,,VE1125,"Falcón, Zamora",,,Final HRP caseload,ALL,total,33210.0,9707.0,6263.0,,,,All Sectors
294171,VEN,,,VE1201,"Guárico, Camaguán",,,Final HRP caseload,ALL,total,24391.0,9025.0,5823.0,,,,All Sectors
294181,VEN,,,VE1202,"Guárico, Chaguaramas",,,Final HRP caseload,ALL,total,12966.0,4610.0,2975.0,,,,All Sectors
294189,VEN,,,VE1203,"Guárico, El Socorro",,,Final HRP caseload,ALL,total,17097.0,6326.0,4082.0,,,,All Sectors
294197,VEN,,,VE1204,"Guárico, San Gerónimo De Guayabal",,,Final HRP caseload,ALL,total,20206.0,7476.0,4824.0,,,,All Sectors
294207,VEN,,,VE1205,"Guárico, Leonardo Infante",,,Final HRP caseload,ALL,total,120889.0,31475.0,20309.0,,,,All Sectors
294216,VEN,,,VE1206,"Guárico, Las Mercedes",,,Final HRP caseload,ALL,total,33025.0,12219.0,7884.0,,,,All Sectors
294225,VEN,,,VE1207,"Guárico, Julián Mellado",,,Final HRP caseload,ALL,total,27664.0,9782.0,6312.0,,,,All Sectors
294235,VEN,,,VE1208,"Guárico, Francisco De Miranda",,,Final HRP caseload,ALL,total,141987.0,36967.0,23853.0,,,,All Sectors
294244,VEN,,,VE1209,"Guárico, José Tadeo Monagas",,,Final HRP caseload,ALL,total,74559.0,19412.0,12526.0,,,,All Sectors
294254,VEN,,,VE1210,"Guárico, Ortiz",,,Final HRP caseload,ALL,total,23755.0,8446.0,5450.0,,,,All Sectors
294263,VEN,,,VE1211,"Guárico, José Félix Ribas",,,Final HRP caseload,ALL,total,38408.0,10000.0,6452.0,,,,All Sectors
294272,VEN,,,VE1212,"Guárico, Juan Germán Roscio",,,Final HRP caseload,ALL,total,126178.0,32852.0,21198.0,,,,All Sectors
294281,VEN,,,VE1213,"Guárico, San José De Guaribe",,,Final HRP caseload,ALL,total,11426.0,4062.0,2621.0,,,,All Sectors
294289,VEN,,,VE1214,"Guárico, Santa María De Ipire",,,Final HRP caseload,ALL,total,13161.0,4870.0,3142.0,,,,All Sectors
294298,VEN,,,VE1215,"Guárico, Pedro Zaraza",,,Final HRP caseload,ALL,total,62027.0,16149.0,10420.0,,,,All Sectors
294308,VEN,,,VE1301,"Lara, Andrés Eloy Blanco",,,Final HRP caseload,ALL,total,47245.0,17481.0,11280.0,,,,All Sectors
294317,VEN,,,VE1302,"Lara, Crespo",,,Final HRP caseload,ALL,total,49958.0,17761.0,11460.0,,,,All Sectors
294327,VEN,,,VE1303,"Lara, Iribarren",,,Final HRP caseload,ALL,total,996230.0,259377.0,167363.0,,,,All Sectors
294337,VEN,,,VE1304,"Lara, Jiménez",,,Final HRP caseload,ALL,total,100997.0,37369.0,24112.0,,,,All Sectors
294347,VEN,,,VE1305,"Lara, Morán",,,Final HRP caseload,ALL,total,123880.0,45836.0,29576.0,,,,All Sectors
294356,VEN,,,VE1306,"Lara, Palavecino",,,Final HRP caseload,ALL,total,174099.0,64417.0,41565.0,,,,All Sectors
294366,VEN,,,VE1307,"Lara, Simón Planas",,,Final HRP caseload,ALL,total,35802.0,12729.0,8213.0,,,,All Sectors
294375,VEN,,,VE1308,"Lara, Torres",,,Final HRP caseload,ALL,total,185275.0,53033.0,34219.0,,,,All Sectors
294385,VEN,,,VE1309,"Lara, Urdaneta",,,Final HRP caseload,ALL,total,61381.0,22711.0,14654.0,,,,All Sectors
294395,VEN,,,VE1401,"Mérida, Alberto Adriani",,,Final HRP caseload,ALL,total,144947.0,53630.0,34605.0,,,,All Sectors
294405,VEN,,,VE1402,"Mérida, Andrés Bello",,,Final HRP caseload,ALL,total,68255.0,25254.0,16295.0,,,,All Sectors
294414,VEN,,,VE1403,"Mérida, Antonio Pinto Salinas",,,Final HRP caseload,ALL,total,37944.0,14039.0,9059.0,,,,All Sectors
294424,VEN,,,VE1404,"Mérida, Aricagua",,,Final HRP caseload,ALL,total,111197.0,34248.0,22098.0,,,,All Sectors
294433,VEN,,,VE1405,"Mérida, Arzobispo Chacón",,,Final HRP caseload,ALL,total,21831.0,8077.0,5212.0,,,,All Sectors
294442,VEN,,,VE1406,"Mérida, Campo Elías",,,Final HRP caseload,ALL,total,209987.0,54672.0,35277.0,,,,All Sectors
294451,VEN,,,VE1407,"Mérida, Caracciolo Parra Olmedo",,,Final HRP caseload,ALL,total,42597.0,15761.0,10170.0,,,,All Sectors
294461,VEN,,,VE1408,"Mérida, Cardenal Quintero",,,Final HRP caseload,ALL,total,600351.0,156307.0,100857.0,,,,All Sectors
294470,VEN,,,VE1409,"Mérida, Guaraque",,,Final HRP caseload,ALL,total,135432.0,35261.0,22752.0,,,,All Sectors
294480,VEN,,,VE1410,"Mérida, Julio César Salas",,,Final HRP caseload,ALL,total,187075.0,48706.0,31427.0,,,,All Sectors
294489,VEN,,,VE1411,"Mérida, Justo Briceño",,,Final HRP caseload,ALL,total,18218.0,6477.0,4179.0,,,,All Sectors
294498,VEN,,,VE1412,"Mérida, Libertador",,,Final HRP caseload,ALL,total,11856.0,4387.0,2831.0,,,,All Sectors
294508,VEN,,,VE1413,"Mérida, Miranda",,,Final HRP caseload,ALL,total,38648.0,13573.0,8758.0,,,,All Sectors
294518,VEN,,,VE1414,"Mérida, Obispo Ramos De Lora",,,Final HRP caseload,ALL,total,33738.0,11995.0,7740.0,,,,All Sectors
294527,VEN,,,VE1415,"Mérida, Padre Noguera",,,Final HRP caseload,ALL,total,34463.0,12253.0,7906.0,,,,All Sectors
294536,VEN,,,VE1416,"Mérida, Pueblo Llano",,,Final HRP caseload,ALL,total,62751.0,16338.0,10542.0,,,,All Sectors
294545,VEN,,,VE1417,"Mérida, Rangel",,,Final HRP caseload,ALL,total,45274.0,16751.0,10809.0,,,,All Sectors
294554,VEN,,,VE1418,"Mérida, Rivas Dávila",,,Final HRP caseload,ALL,total,542259.0,141182.0,91097.0,,,,All Sectors
294564,VEN,,,VE1419,"Mérida, Santos Marquina",,,Final HRP caseload,ALL,total,46610.0,17246.0,11128.0,,,,All Sectors
294573,VEN,,,VE1420,"Mérida, Sucre",,,Final HRP caseload,ALL,total,27954.0,9938.0,6412.0,,,,All Sectors
294582,VEN,,,VE1421,"Mérida, Tovar",,,Final HRP caseload,ALL,total,9809.0,3487.0,2250.0,,,,All Sectors
294591,VEN,,,VE1422,"Mérida, Tulio Febres Cordero",,,Final HRP caseload,ALL,total,24238.0,8617.0,5560.0,,,,All Sectors
294600,VEN,,,VE1423,"Mérida, Zea",,,Final HRP caseload,ALL,total,9625.0,3422.0,2208.0,,,,All Sectors
294610,VEN,,,VE1501,"Miranda, Acevedo",,,Final HRP caseload,ALL,total,132681.0,34545.0,22290.0,,,,All Sectors
294620,VEN,,,VE1502,"Miranda, Andrés Bello",,,Final HRP caseload,ALL,total,14238.0,5268.0,3399.0,,,,All Sectors
294630,VEN,,,VE1503,"Miranda, Baruta",,,Final HRP caseload,ALL,total,24006.0,8882.0,5731.0,,,,All Sectors
294639,VEN,,,VE1504,"Miranda, Brión",,,Final HRP caseload,ALL,total,13083.0,4651.0,3001.0,,,,All Sectors
294649,VEN,,,VE1505,"Miranda, Buroz",,,Final HRP caseload,ALL,total,99873.0,26002.0,16778.0,,,,All Sectors
294659,VEN,,,VE1506,"Miranda, Carrizal",,,Final HRP caseload,ALL,total,27632.0,9692.0,6254.0,,,,All Sectors
294668,VEN,,,VE1507,"Miranda, Chacao",,,Final HRP caseload,ALL,total,9441.0,3493.0,2254.0,,,,All Sectors
294677,VEN,,,VE1508,"Miranda, Cristóbal Rojas",,,Final HRP caseload,ALL,total,9064.0,3354.0,2164.0,,,,All Sectors
294687,VEN,,,VE1509,"Miranda, El Hatillo",,,Final HRP caseload,ALL,total,14666.0,5426.0,3501.0,,,,All Sectors
294697,VEN,,,VE1510,"Miranda, Bolivariano Guaicaipuro",,,Final HRP caseload,ALL,total,4242.0,1570.0,1013.0,,,,All Sectors
294707,VEN,,,VE1511,"Miranda, Independencia",,,Final HRP caseload,ALL,total,4895.0,1811.0,1169.0,,,,All Sectors
294717,VEN,,,VE1512,"Miranda, Lander",,,Final HRP caseload,ALL,total,217537.0,56638.0,36546.0,,,,All Sectors
294727,VEN,,,VE1513,"Miranda, Los Salias",,,Final HRP caseload,ALL,total,21882.0,8096.0,5224.0,,,,All Sectors
294736,VEN,,,VE1514,"Miranda, Páez",,,Final HRP caseload,ALL,total,19008.0,7033.0,4538.0,,,,All Sectors
294745,VEN,,,VE1515,"Miranda, Paz Castillo",,,Final HRP caseload,ALL,total,24774.0,9166.0,5914.0,,,,All Sectors
294755,VEN,,,VE1516,"Miranda, Pedro Gual",,,Final HRP caseload,ALL,total,3188.0,1133.0,731.0,,,,All Sectors
294765,VEN,,,VE1517,"Miranda, Plaza",,,Final HRP caseload,ALL,total,10730.0,3970.0,2562.0,,,,All Sectors
294774,VEN,,,VE1518,"Miranda, Simón Bolívar",,,Final HRP caseload,ALL,total,20128.0,7049.0,4548.0,,,,All Sectors
294784,VEN,,,VE1519,"Miranda, Sucre",,,Final HRP caseload,ALL,total,18037.0,6413.0,4138.0,,,,All Sectors
294794,VEN,,,VE1520,"Miranda, Urdaneta",,,Final HRP caseload,ALL,total,55840.0,14539.0,9381.0,,,,All Sectors
294804,VEN,,,VE1521,"Miranda, Zamora",,,Final HRP caseload,ALL,total,38455.0,10012.0,6460.0,,,,All Sectors
294814,VEN,,,VE1601,"Monagas, Acosta",,,Final HRP caseload,ALL,total,34030.0,9692.0,6254.0,,,,All Sectors
294823,VEN,,,VE1602,"Monagas, Aguasay",,,Final HRP caseload,ALL,total,11162.0,3968.0,2560.0,,,,All Sectors
294832,VEN,,,VE1603,"Monagas, Bolívar",,,Final HRP caseload,ALL,total,87371.0,32327.0,20859.0,,,,All Sectors
294842,VEN,,,VE1604,"Monagas, Caripe",,,Final HRP caseload,ALL,total,20981.0,7763.0,5009.0,,,,All Sectors
294851,VEN,,,VE1605,"Monagas, Cedeño",,,Final HRP caseload,ALL,total,240755.0,62683.0,40446.0,,,,All Sectors
294861,VEN,,,VE1606,"Monagas, Ezequiel Zamora",,,Final HRP caseload,ALL,total,58940.0,21808.0,14072.0,,,,All Sectors
294870,VEN,,,VE1607,"Monagas, Libertador",,,Final HRP caseload,ALL,total,27515.0,10181.0,6569.0,,,,All Sectors
294879,VEN,,,VE1608,"Monagas, Maturín",,,Final HRP caseload,ALL,total,51712.0,19133.0,12346.0,,,,All Sectors
294889,VEN,,,VE1609,"Monagas, Piar",,,Final HRP caseload,ALL,total,61213.0,22649.0,14614.0,,,,All Sectors
294898,VEN,,,VE1610,"Monagas, Punceres",,,Final HRP caseload,ALL,total,117888.0,43619.0,28145.0,,,,All Sectors
294908,VEN,,,VE1611,"Monagas, Santa Bárbara",,,Final HRP caseload,ALL,total,58156.0,21518.0,13884.0,,,,All Sectors
294917,VEN,,,VE1612,"Monagas, Sotillo",,,Final HRP caseload,ALL,total,252242.0,65674.0,42376.0,,,,All Sectors
